taxonID	creator	date	title	description	identifier	type
11468068	Ross,J.H.	1974		Bothalia 11:247-57. The genus Elephantorrhiza		taxon
11468069	Ross,J.H.	1974		Bothalia 11:247-57. The genus Elephantorrhiza		taxon
11468070	Ross,J.H.	1974		Bothalia 11:247-57. The genus Elephantorrhiza		taxon
11468071	Ross,J.H.	1974		Bothalia 11:247-57. The genus Elephantorrhiza		taxon
11468072	Ross,J.H.	1974		Bothalia 11:247-57. The genus Elephantorrhiza		taxon
11468073	Ross,J.H.	1974		Bothalia 11:247-57. The genus Elephantorrhiza		taxon
11468076	Ross,J.H.	1975		Mimosoideae.In:Flora Southern Africa Vol.16,pt.1.Ross,J.H.		taxon
11468078	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468078	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468079	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468079	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468079	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11468079	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468079	Nielsen,I. & Guinet,P.	1992		Nord.J.Bot.12(1): 85-114. Synopsis of Adenanthera(Mim.)		taxon
11468079	Kostermans,A.J.G.H.	1980		Mimosaceae. In Flora of Ceylon, Vol. 1.M.D. Dassanayalu....		taxon
11468079	Robertson,S.A.	1989		Flowering Plants of Seychelles. Kew		taxon
11468079	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468079	Adams,C.D.	1972		Flowering Plants of Jamaica Univ. West Indies, Mona, Jamaica		taxon
11468079	Howard,R.A. et al.	1988		Dicotyledoneae Part 1.Fl. Lesser Antilles Arnold Arboretum		taxon
11468085	Lock,J.M.	1985		Specimen in Herb.Kew		taxon
11468088	Pellegrin,F.	1949		Les Legumineuses du Gabon.Mem.Inst.d'Etudes Centrafr.1		taxon
11468089	Pellegrin,F.	1949		Les Legumineuses du Gabon.Mem.Inst.d'Etudes Centrafr.1		taxon
11468090	Pellegrin,F.	1949		Les Legumineuses du Gabon.Mem.Inst.d'Etudes Centrafr.1		taxon
11468091	Pellegrin,F.	1949		Les Legumineuses du Gabon.Mem.Inst.d'Etudes Centrafr.1		taxon
11468094	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468094	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468094	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468094	Wu,T.L.	1988		Mimososoideae. In: Fl.Reip.Pop.Sinicae, 39 (Leguminosae 1)		taxon
11468094	Kostermans,A.J.G.H.	1980		Mimosaceae. In Flora of Ceylon, Vol. 1.M.D. Dassanayalu....		taxon
11468094	Robertson,S.A.	1989		Flowering Plants of Seychelles. Kew		taxon
11468094	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468094	Shimabuku,K.	1990		Check List Vascular Flora of the Ryukyu Is. Hirugi-sha,Naha.		taxon
11468094	Schery,R.W.	1950		Ann.Missouri Bot.Gard.37(2):184-314 Leguminosae-Mimosoideae		taxon
11468094	Adams,C.D.	1972		Flowering Plants of Jamaica Univ. West Indies, Mona, Jamaica		taxon
11468094	Luckow,M.	1993		Syst.Bot.Monogr. 38:1-166 Mono.of Desmanthus(Legum-Mim)		taxon
11468094	Ross,J.H.	1975		Mimosoideae.In:Flora Southern Africa Vol.16,pt.1.Ross,J.H.		taxon
11468095	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468095	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468095	Nielsen,I.C.	1992		Flora Malesiana, Series I Vol II Part I Mimosaceae.		taxon
11468095	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468095	Wu,T.L.	1988		Mimososoideae. In: Fl.Reip.Pop.Sinicae, 39 (Leguminosae 1)		taxon
11468095	Kostermans,A.J.G.H.	1980		Mimosaceae. In Flora of Ceylon, Vol. 1.M.D. Dassanayalu....		taxon
11468095	Nielsen,I.	1985		Flora of Thailand, Vol 4 Part 2. Mimosaceae. In:T.Smithinans		taxon
11468095	Isely,D.	1990		Leguminosae, Vascular Flora S.E. U.S.A. 3(2) 1-258		taxon
11468095	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468095	Howard,R.A. et al.	1988		Dicotyledoneae Part 1.Fl. Lesser Antilles Arnold Arboretum		taxon
11468095	Brenan,J.P.M. & Brummitt,R.K.	1965		Bol.Soc.Brot.,2,39:61-115. Dichrostachys cinerea		taxon
11468097	Ross,J.H.	1974		Bothalia 11:247-57. The genus Elephantorrhiza		taxon
11468098	Ross,J.H.	1974		Bothalia 11:247-57. The genus Elephantorrhiza		taxon
11468099	Ross,J.H.	1974		Bothalia 11:247-57. The genus Elephantorrhiza		taxon
11468101	Schery,R.W.	1950		Ann.Missouri Bot.Gard.37(2):184-314 Leguminosae-Mimosoideae		taxon
11468101	Adams,C.D.	1972		Flowering Plants of Jamaica Univ. West Indies, Mona, Jamaica		taxon
11468102	Robyns,W.(Ed.)	1952		Flore du Congo Belge,Vol.3. Mimosoideae, Caesalpinoideae.		taxon
11468103	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468107	Brenan,J.P.M.	1978		Kew Bull.32:545-550. New spp.of Entada & Acacia ...		taxon
11468112	McVaugh,R.	1987		Flora Novo-Galiciana 5:1-786. Leguminosae		taxon
11468112	Hughes,C.	1998		Syst.Bot.Monographs 55.  Monograph of Leucaena		taxon
11468112	Berhaut,J.	1956		Flore du Senegal		taxon
11468113	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468113	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11468113	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468113	Ohashi,H.	1979		Leguminosae In:Hara&Williams:EnumerationFlwingPl.Nepal2:103-		taxon
11468113	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468113	Walker,E.H.	1976		Flora of Okinawa and S.Ryukyu islands. Washing.Smithson.Inst		taxon
11468113	Wu,T.L.	1988		Mimososoideae. In: Fl.Reip.Pop.Sinicae, 39 (Leguminosae 1)		taxon
11468113	Nielsen,I.	1981		Leg-Mim. In:Flore du Cambodge, du Laos et Viet-nam,Vol 19.A.		taxon
11468113	Hughes,C.	1998		Syst.Bot.Monographs 55.  Monograph of Leucaena		taxon
11468113	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468113	Adams,C.D.	1972		Flowering Plants of Jamaica Univ. West Indies, Mona, Jamaica		taxon
11468113	Proctor,G.R.	1984		Fl. Cayman Islands Kew Bull. Addit. Ser. XI		taxon
11468114	Nielsen,I.C.	1992		Flora Malesiana, Series I Vol II Part I Mimosaceae.		taxon
11468114	Isely,D.	1973		Mem.New York Bot.Gard.25(1):1-152 Legum. of the U.S.: I.		taxon
11468114	Hughes,C.	1998		Syst.Bot.Monographs 55.  Monograph of Leucaena		taxon
11468114	Turner,B.L.	1959		Univ. of Texas Press, Austin. 284 pp The Legumes of Texas		taxon
11468114	Correll,D.S. & Johnston,M.C.	1970		Man.Vasc.Pl.Texas. Texas Res. Found.,Renner 1881pp.		taxon
11468114	Brewbaker,J.L. & Ito,G.M.	1980		Leucaena Newslett. 1:41-42 Taxonomic Studies of Leucaena		taxon
11468115	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468115	Nielsen,I.C.	1992		Flora Malesiana, Series I Vol II Part I Mimosaceae.		taxon
11468118	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468118	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468120	Lemee,A.	1952		Flore de la Guyane francaise 2:36-162 Legumineuses		taxon
11468120	Standley,P.C. & Steyermark,J.A	1946		Fieldiana, Bot. 24(5):1-425 Leguminosae		taxon
11468120	Standley,P.C.	1937		Publ.Field Mus.Nat.Hist.,Bot.Ser.18(2):487-559...Costa Rica		taxon
11468120	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468120	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468120	Nielsen,I.C.	1992		Flora Malesiana, Series I Vol II Part I Mimosaceae.		taxon
11468120	Nielsen,I.	1981		Leg-Mim. In:Flore du Cambodge, du Laos et Viet-nam,Vol 19.A.		taxon
11468120	Macbride,J.F.	1943		Publ.Field Mus.Nat.Hist.,Bot.Ser.13(3/1):1-506 Leguminosae		taxon
11468120	Britton,N.L. & Killip,E.P.	1936		Ann.New York Acad.Sci.35:101-208 Mim. & Caesalp. of Colombia		taxon
11468120	Leon,H. & Alain,H.	1951		Flora de Cuba 2:224-367 Leguminosas		taxon
11468120	McVaugh,R.	1987		Flora Novo-Galiciana 5:1-786. Leguminosae		taxon
11468120	Schery,R.W.	1950		Ann.Missouri Bot.Gard.37(2):184-314 Leguminosae-Mimosoideae		taxon
11468120	Adams,C.D.	1972		Flowering Plants of Jamaica Univ. West Indies, Mona, Jamaica		taxon
11468120	Burkart,A.	1979		Flora Ilustrada Catarinense 299 pp Leguminosas Mimosoideas		taxon
11468120	Ducke,A.	1953		Mem.Inst.Oswaldo Cruz 51:417-461 Legumionosas-Pernamb.,Parai		taxon
11468120	Wiggins,I.L. & Porter,D.M.	1971		Flora of Galapagos Islands  Leguminosae		taxon
11468120	Britton,N.L. & Rose,J.N.	1928		N. Amer. Fl. 23(3):137-194 Mimosaceae (Conclusio)		taxon
11468120	Burkart,A.	1948		Darwiniana 8(1):9-231 Las Especies de Mimosa-Argentina		taxon
11468121	Liberato, Maria Candida	1973		Flora de Sao Tome e Principe: Mimosaceae		taxon
11468122	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468122	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468122	Nielsen,I.C.	1992		Flora Malesiana, Series I Vol II Part I Mimosaceae.		taxon
11468122	Ohashi,H.	1979		Leguminosae In:Hara&Williams:EnumerationFlwingPl.Nepal2:103-		taxon
11468122	Walker,E.H.	1976		Flora of Okinawa and S.Ryukyu islands. Washing.Smithson.Inst		taxon
11468122	Wu,T.L.	1988		Mimososoideae. In: Fl.Reip.Pop.Sinicae, 39 (Leguminosae 1)		taxon
11468122	Nielsen,I.	1981		Leg-Mim. In:Flore du Cambodge, du Laos et Viet-nam,Vol 19.A.		taxon
11468122	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468122	Adams,C.D.	1972		Flowering Plants of Jamaica Univ. West Indies, Mona, Jamaica		taxon
11468122	Proctor,G.R.	1984		Fl. Cayman Islands Kew Bull. Addit. Ser. XI		taxon
11468123	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468124	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468124	Barneby, R.C.	1991		Mem.N.Y.Bot.Gard. 65. Sensitivae Censitae (Mimosa).		taxon
11468125	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468125	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468126	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468126	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468126	Nielsen,I.C.	1992		Flora Malesiana, Series I Vol II Part I Mimosaceae.		taxon
11468126	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468126	Kostermans,A.J.G.H.	1980		Mimosaceae. In Flora of Ceylon, Vol. 1.M.D. Dassanayalu....		taxon
11468126	Nielsen,I.	1985		Flora of Thailand, Vol 4 Part 2. Mimosaceae. In:T.Smithinans		taxon
11468126	Windler,D.R.	1966		Austral.J.Bot.14:379-420 A Revision of the Genus Neptunia		taxon
11468132	Robyns,W.(Ed.)	1952		Flore du Congo Belge,Vol.3. Mimosoideae, Caesalpinoideae.		taxon
11468133	Pellegrin,F.	1949		Les Legumineuses du Gabon.Mem.Inst.d'Etudes Centrafr.1		taxon
11468135	Robyns,W.(Ed.)	1952		Flore du Congo Belge,Vol.3. Mimosoideae, Caesalpinoideae.		taxon
11468140	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468140	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468140	Burkart,A.	1976		J.Arnold Arbor.57(4):450-525 Monograph of Genus Prosopis		taxon
11468140	Ross,J.H.	1975		Mimosoideae.In:Flora Southern Africa Vol.16,pt.1.Ross,J.H.		taxon
11468141	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468141	Burkart,A.	1976		J.Arnold Arbor.57(4):450-525 Monograph of Genus Prosopis		taxon
11468141	Ross,J.H.	1975		Mimosoideae.In:Flora Southern Africa Vol.16,pt.1.Ross,J.H.		taxon
11468142	Burkart,A.	1976		J.Arnold Arbor.57(4):450-525 Monograph of Genus Prosopis		taxon
11468142	Ross,J.H.	1975		Mimosoideae.In:Flora Southern Africa Vol.16,pt.1.Ross,J.H.		taxon
11468143	Lisowski,S.	1982		Bull.Jard.Bot.Nat.Belg.52:383-386.P.bampsiana sp.nov.		taxon
11468144	Villiers,J-F.	1983		Bull.Jard.Bot.Nat.Belg.53:417-436. (Le genre Pseudoprosopis)		taxon
11468147	Villiers,J-F.	1983		Bull.Jard.Bot.Nat.Belg.53:417-436. (Le genre Pseudoprosopis)		taxon
11468148	Villiers,J-F.	1983		Bull.Jard.Bot.Nat.Belg.53:417-436. (Le genre Pseudoprosopis)		taxon
11468149	Villiers,J-F.	1983		Bull.Jard.Bot.Nat.Belg.53:417-436. (Le genre Pseudoprosopis)		taxon
11468152	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468153	Ross,J.H.	1975		Mimosoideae.In:Flora Southern Africa Vol.16,pt.1.Ross,J.H.		taxon
11468156	Robyns,W.(Ed.)	1952		Flore du Congo Belge,Vol.3. Mimosoideae, Caesalpinoideae.		taxon
11468160	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468160	Nielsen,I.C.	1992		Flora Malesiana, Series I Vol II Part I Mimosaceae.		taxon
11468160	Nielsen,I.	1981		Leg-Mim. In:Flore du Cambodge, du Laos et Viet-nam,Vol 19.A.		taxon
11468162	Nielsen,I.C.	1992		Flora Malesiana, Series I Vol II Part I Mimosaceae.		taxon
11468162	Barneby,R.C.	1998		Mem.N.Y.Bot.Gard.74(3).Silk Tree,Guanacaste,Monkey's Earring		taxon
11468164	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468164	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468164	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11468164	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468164	Wu,T.L.	1988		Mimososoideae. In: Fl.Reip.Pop.Sinicae, 39 (Leguminosae 1)		taxon
11468164	Barneby,R.C.	1998		Mem.N.Y.Bot.Gard.74(3).Silk Tree,Guanacaste,Monkey's Earring		taxon
11468164	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468165	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468165	Barneby,R.C.	1998		Mem.N.Y.Bot.Gard.74(3).Silk Tree,Guanacaste,Monkey's Earring		taxon
11468165	Paul,S.R.	1979		Geophytology 9:175-183. Notes on some ... Calliandra...		taxon
11468165	Lock,J.M.	1985		Specimen in Herb.Kew		taxon
11468165	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468167	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468167	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468167	Robertson,S.A.	1989		Flowering Plants of Seychelles. Kew		taxon
11468169	Andrews,F.W.	1952		The Flowering Plants of the Anglo-Egyptian Sudan;Vol.2.		taxon
11468170	Robyns,W.(Ed.)	1952		Flore du Congo Belge,Vol.3. Mimosoideae, Caesalpinoideae.		taxon
11468172	Nielsen,I.C.	1992		Flora Malesiana, Series I Vol II Part I Mimosaceae.		taxon
11468173	Hopkins,H.C.	1983		Bot.J.Linn.Soc.87:135-167. Taxonomy...of Parkia..in Africa..		taxon
11468174	Hopkins,H.C.	1983		Bot.J.Linn.Soc.87:135-167. Taxonomy...of Parkia..in Africa..		taxon
11468175	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468175	Hopkins,H.C.	1983		Bot.J.Linn.Soc.87:135-167. Taxonomy...of Parkia..in Africa..		taxon
11468176	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468176	Hopkins,H.C.F.	1994		Kew Bull.49(2):181-234 The Indo-Pacific species of Parkia		taxon
11468176	Robertson,S.A.	1989		Flowering Plants of Seychelles. Kew		taxon
11468178	Robyns,W.(Ed.)	1952		Flore du Congo Belge,Vol.3. Mimosoideae, Caesalpinoideae.		taxon
11468179	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468179	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468179	Backer,C.A.	1963		Flora of Java. Groningen, The Netherlands		taxon
11468179	Barneby,R.C.	1998		Mem.N.Y.Bot.Gard.74(3).Silk Tree,Guanacaste,Monkey's Earring		taxon
11468179	Robertson,S.A.	1989		Flowering Plants of Seychelles. Kew		taxon
11468181	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468182	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468182	Chakrabatry,T & Gangopadhyay,M	1996		J.Econ.Taxon.Bot. 20: 581-597. The genus Albizia in India.		taxon
11468182	Kostermans,A.J.G.H.	1980		Mimosaceae. In Flora of Ceylon, Vol. 1.M.D. Dassanayalu....		taxon
11468185	Andrews,F.W.	1952		The Flowering Plants of the Anglo-Egyptian Sudan;Vol.2.		taxon
11468187	Barneby,R.C. & Grimes,J.W.	1996		Mem.N.Y.Bot.Gard.74(1)Silk Tree,Guanacaste,Monkey's Earring		taxon
11468187	Lock,J.M.	1985		Specimen in Herb.Kew		taxon
11468189	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468189	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468189	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11468189	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468189	Ohashi,H.	1979		Leguminosae In:Hara&Williams:EnumerationFlwingPl.Nepal2:103-		taxon
11468189	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468189	Chakrabatry,T & Gangopadhyay,M	1996		J.Econ.Taxon.Bot. 20: 581-597. The genus Albizia in India.		taxon
11468189	Wu,T.L.	1988		Mimososoideae. In: Fl.Reip.Pop.Sinicae, 39 (Leguminosae 1)		taxon
11468189	Nielsen,I.	1981		Leg-Mim. In:Flore du Cambodge, du Laos et Viet-nam,Vol 19.A.		taxon
11468189	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468193	Robyns,W.(Ed.)	1952		Flore du Congo Belge,Vol.3. Mimosoideae, Caesalpinoideae.		taxon
11468194	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468194	Capuron,R.	1971		Adansonia ser.2.11:357-382 Contr.l'etude de la flore de Mad.		taxon
11468196	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468199	Robyns,W.(Ed.)	1952		Flore du Congo Belge,Vol.3. Mimosoideae, Caesalpinoideae.		taxon
11468200	Matuda,E.	1981		Gobierno del Estado de Mexico.Las Legum. del Estado Mexico		taxon
11468200	Liogier,A.H.	1988		Desc. Flora Puerto Rico & Adjacent Is-Spermatophyta Vol. II		taxon
11468200	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468200	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468200	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11468200	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468200	Ohashi,H.	1979		Leguminosae In:Hara&Williams:EnumerationFlwingPl.Nepal2:103-		taxon
11468200	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11468200	Walker,E.H.	1976		Flora of Okinawa and S.Ryukyu islands. Washing.Smithson.Inst		taxon
11468200	Chakrabatry,T & Gangopadhyay,M	1996		J.Econ.Taxon.Bot. 20: 581-597. The genus Albizia in India.		taxon
11468200	Wu,T.L.	1988		Mimososoideae. In: Fl.Reip.Pop.Sinicae, 39 (Leguminosae 1)		taxon
11468200	Nielsen,I.	1981		Leg-Mim. In:Flore du Cambodge, du Laos et Viet-nam,Vol 19.A.		taxon
11468200	Robertson,S.A.	1989		Flowering Plants of Seychelles. Kew		taxon
11468200	Isely,D.	1973		Mem.New York Bot.Gard.25(1):1-152 Legum. of the U.S.: I.		taxon
11468200	Britton,N.L. & Rose,J.N.	1928		N. Amer. Fl. 23(1):1-76 Mimosaceae		taxon
11468200	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468200	Burkart,A.	1979		Flora Ilustrada Catarinense 299 pp Leguminosas Mimosoideas		taxon
11468201	Pellegrin,F.	1949		Les Legumineuses du Gabon.Mem.Inst.d'Etudes Centrafr.1		taxon
11468204	Brenan,J.P.M.	1963		Kew Bull.17:161-181.Leguminosae.In:Trop.African Plants 27		taxon
11468205	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468205	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468205	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11468205	Ohashi,H.	1979		Leguminosae In:Hara&Williams:EnumerationFlwingPl.Nepal2:103-		taxon
11468205	Chakrabatry,T & Gangopadhyay,M	1996		J.Econ.Taxon.Bot. 20: 581-597. The genus Albizia in India.		taxon
11468205	Kostermans,A.J.G.H.	1980		Mimosaceae. In Flora of Ceylon, Vol. 1.M.D. Dassanayalu....		taxon
11468205	Nielsen,I.	1981		Leg-Mim. In:Flore du Cambodge, du Laos et Viet-nam,Vol 19.A.		taxon
11468205	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468206	Pellegrin,F.	1949		Les Legumineuses du Gabon.Mem.Inst.d'Etudes Centrafr.1		taxon
11468208	Barneby,R.C. & Grimes,J.W.	1996		Mem.N.Y.Bot.Gard.74(1)Silk Tree,Guanacaste,Monkey's Earring		taxon
11468208	Liogier,A.H.	1988		Desc. Flora Puerto Rico & Adjacent Is-Spermatophyta Vol. II		taxon
11468208	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468208	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468208	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11468208	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468208	Ohashi,H.	1979		Leguminosae In:Hara&Williams:EnumerationFlwingPl.Nepal2:103-		taxon
11468208	Chakrabatry,T & Gangopadhyay,M	1996		J.Econ.Taxon.Bot. 20: 581-597. The genus Albizia in India.		taxon
11468208	Wu,T.L.	1988		Mimososoideae. In: Fl.Reip.Pop.Sinicae, 39 (Leguminosae 1)		taxon
11468208	Parham,J.W.	1972		Plants of the Fiji Islands		taxon
11468208	Ali,S.I.	1973		Flora of Pakistan,No.36.Mimosaceae.Karachi:Univ.of Karachi		taxon
11468208	D'Arcy,W.G.	1987		Monogr.Syst.Botany Missouri Botanical Garden. Flora Panama.		taxon
11468209	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11468209	Parham,J.W.	1972		Plants of the Fiji Islands		taxon
11468211	Ross,J.H.	1975		Mimosoideae.In:Flora Southern Africa Vol.16,pt.1.Ross,J.H.		taxon
11468233	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468234	Robyns,W.(Ed.)	1952		Flore du Congo Belge,Vol.3. Mimosoideae, Caesalpinoideae.		taxon
11468318	Wieringa,J.J.	1999		Wageningen Agric.Univ.Papers 99-4.  Monopetalanthus exit. ..		taxon
11468319	Wieringa,J.J.	1999		Wageningen Agric.Univ.Papers 99-4.  Monopetalanthus exit. ..		taxon
11468320	Wieringa,J.J.	1999		Wageningen Agric.Univ.Papers 99-4.  Monopetalanthus exit. ..		taxon
11468325	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468325	Larsen,K. et al	1980		In: Flore du Cambodge, du Laos et du Vietnam, Vol 18.A.		taxon
11468325	Ali,S.I.	1973		Flora of Pakistan, No.54 Caesalpiniaceae. Karachi:Univ Karac		taxon
11468325	Rudd,V.E.	1991		Flora of Ceylon 7: 34-107. Caesalpinioideae		taxon
11468326	Liogier,A.H.	1988		Desc. Flora Puerto Rico & Adjacent Is-Spermatophyta Vol. II		taxon
11468326	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11468326	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11468326	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11468326	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
