taxonID	creator	date	title	description	identifier	type
11470858	Dahlgren,R.	1968		Op.Bot.22:1-126.Revision of the genus Aspalathus. III.		taxon
11470859	Dahlgren,R.	1968		Op.Bot.22:1-126.Revision of the genus Aspalathus. III.		taxon
11470860	Dahlgren,R.	1968		Op.Bot.22:1-126.Revision of the genus Aspalathus. III.		taxon
11470861	Dahlgren,R.	1968		Op.Bot.22:1-126.Revision of the genus Aspalathus. III.		taxon
11470862	Dahlgren,R.	1968		Op.Bot.22:1-126.Revision of the genus Aspalathus. III.		taxon
11470863	Van Wyk, B-E.	1991		Contrib.from the Bolus Herbarium No.14 A synop of gen Loton.		taxon
11470863	Dummer,R.A.	1913		Trans.Roy.Soc.S.Afr.3,2:276-330. ..the species of Lotononis.		taxon
11470864	Burtt Davy,J.	1932		Manual of the Fl.Pls & ferns of the Transvaal,pt.II		taxon
11470865	Dummer,R.A.	1913		Trans.Roy.Soc.S.Afr.3,2:276-330. ..the species of Lotononis.		taxon
11470866	Van Wyk, B-E.	1991		Contrib.from the Bolus Herbarium No.14 A synop of gen Loton.		taxon
11470866	Dummer,R.A.	1913		Trans.Roy.Soc.S.Afr.3,2:276-330. ..the species of Lotononis.		taxon
11470867	Gibbs-Russell,E. et al.	1987		List of South African Plants.Mem.Bot.Surv.S.Africa 48		taxon
11470868	Germishuizen,G.	1987		Bothalia 17:33-34. A new sp. of Indigofera from Natal...		taxon
11470869	Jarvie,J.K. & Stirton,C.H.	1987		Bothalia 17:1-6. The Indigofera filifolia complex in s.Afr.		taxon
11470870	Schrire,B.D.	1991		Systematic..African Indigofereae PhdThesis.Uni.of Natal,S.A.		taxon
11470870	Jarvie,J.K. & Stirton,C.H.	1987		Bothalia 17:1-6. The Indigofera filifolia complex in s.Afr.		taxon
11470871	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470872	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470873	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470874	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470875	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470876	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470877	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470878	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470879	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470880	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470881	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470882	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470883	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470884	Dahlgren,R.	1968		Op.Bot.22:1-126.Revision of the genus Aspalathus. III.		taxon
11470885	Dahlgren,R.	1968		Op.Bot.22:1-126.Revision of the genus Aspalathus. III.		taxon
11470886	Dahlgren,R.	1968		Op.Bot.22:1-126.Revision of the genus Aspalathus. III.		taxon
11470887	Dahlgren,R.	1968		Op.Bot.22:1-126.Revision of the genus Aspalathus. III.		taxon
11470888	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470889	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470890	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470891	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470892	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470893	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470894	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470895	Dahlgren,R.	1968		Op.Bot.21:1-309.Revision of Aspalathus II. 6.		taxon
11470896	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470897	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470898	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470899	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470900	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470901	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470902	Ducke,A.	1949		Bol.Tecn.Inst.Agron.N.18:1-248 Notas Flora Neotropica-II:Ama		taxon
11470902	Standley,P.C. & Steyermark,J.A	1946		Fieldiana, Bot. 24(5):1-425 Leguminosae		taxon
11470902	Liogier,A.H.	1988		Desc. Flora Puerto Rico & Adjacent Is-Spermatophyta Vol. II		taxon
11470902	Macbride,J.F.	1943		Publ.Field Mus.Nat.Hist.,Bot.Ser.13(3/1):1-506 Leguminosae		taxon
11470902	Bastos,N.doC.	1987		Bol.Mus.Paraense Emilio Goeldi,Bot.3(2):183-278 ..Machaerium		taxon
11470902	Ducke,A.	1925		Arch.Jard.Bot.Rio de Janeiro 4:211-341 ...leguminosas...Para		taxon
11470903	Gibbs-Russell,E. et al.	1987		List of South African Plants.Mem.Bot.Surv.S.Africa 48		taxon
11470904	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11470904	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470905	Rudd,V.E.	1991		A Revised Handbook of the Flora of Ceylon 7: 108-381.		taxon
11470906	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470907	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470908	Gibbs-Russell,E. et al.	1987		List of South African Plants.Mem.Bot.Surv.S.Africa 48		taxon
11470909	Gibbs-Russell,E. et al.	1987		List of South African Plants.Mem.Bot.Surv.S.Africa 48		taxon
11470910	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470911	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11470911	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11470911	Van Wyk,B.-E.	1986		J.S.Afr.Bot.52:347-353.A revision of the genus Virgilia.		taxon
11470917	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470918	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470920	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470921	Kies,P.	1951		Bothalia 6:161-176. Revision of the genus Cyclopia .....		taxon
11470922	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470923	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470924	Lock,J.M.	1985		Specimen in Herb.Kew		taxon
11470925	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11470925	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470926	Lock,J.M.	1985		Specimen in Herb.Kew		taxon
11470927	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11470927	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470928	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470929	Gibbs-Russell,E. et al.	1987		List of South African Plants.Mem.Bot.Surv.S.Africa 48		taxon
11470930	Gibbs-Russell,E. et al.	1987		List of South African Plants.Mem.Bot.Surv.S.Africa 48		taxon
11470931	Van Wyk,B.-E.	1986		J.S.Afr.Bot.52:347-353.A revision of the genus Virgilia.		taxon
11470934	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470935	Gillett,J.B.	1960		Kew Bull.14:189-197. The genus Craibia.		taxon
11470937	Craib,W.G.	1928		Florae Siamensis Enumeratio, vol 1, Part 3. Bangkok: Siam So		taxon
11470937	Thothathri,K.	1982		Fascicles of Flora of India 8. Derris. Calcutta:Bot.Sur.Indi		taxon
11470937	Chen, P.Y.	1994		Pongamia, Derris. In:Fl.Reip.Pop.Sinicae, 40 (Leguminosae 2)		taxon
11470940	Harms,H.	1899		Engl.,Bot.J.26:253-323. Leguminosae africanae II.		taxon
11470942	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470943	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470945	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470947	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470948	Schreiber,A.	1980		60.Papilion.In:Prodr.Flora von Sudwestafrika.Merxmuller,H.		taxon
11470949	Andrews,F.W.	1952		The Flowering Plants of the Anglo-Egyptian Sudan;Vol.2.		taxon
11470950	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470951	Schreiber,A.	1980		60.Papilion.In:Prodr.Flora von Sudwestafrika.Merxmuller,H.		taxon
11470952	Brummitt,R.K.	1980		Kew Bull.35:459-73. ...Ptycholobium...Requienia etc.		taxon
11470953	Brummitt,R.K.	1980		Kew Bull.35:459-73. ...Ptycholobium...Requienia etc.		taxon
11470954	Ake Assi,L. & Mangenot,G.	1975		Boissiera 24a:313-5.Leptoderris miegei, sp.nov.		taxon
11470955	Harms,H.	1925		Notizbl.B.G.Berl.9:290-8. In:Vermischte Diagnosen II		taxon
11470957	Harms,H.	1899		Engl.,Bot.J.26:253-323. Leguminosae africanae II.		taxon
11470958	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470959	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470960	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470961	Gillett,J.B.	1960		Kew Bull.14:464-7.A key to the spp.of Platysepalum Baker...		taxon
11470962	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470964	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11470964	Roskov Yu.R.	2005		Editorial Scrutiny: Malesian data import (unpubl.)		taxon
11470964	Craib,W.G.	1928		Florae Siamensis Enumeratio, vol 1, Part 3. Bangkok: Siam So		taxon
11470964	Walker,E.H.	1976		Flora of Okinawa and S.Ryukyu islands. Washing.Smithson.Inst		taxon
11470964	Chen, P.Y.	1994		Pongamia, Derris. In:Fl.Reip.Pop.Sinicae, 40 (Leguminosae 2)		taxon
11470965	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11470968	Pellegrin,F.	1945		Bull.Soc.Bot.Fr.92:163-4.Le genre Schefflerodendron au Gabon		taxon
11470969	Schreiber,A.	1980		60.Papilion.In:Prodr.Flora von Sudwestafrika.Merxmuller,H.		taxon
11470971	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
11470973	Grierson,A.J.C. & Long,D.G.	1987		Flora of Bhutan,Vol.1.(Part 3). Edinburgh: RBG		taxon
11470973	Chen, T.C.	1994		Dalbergia &... In:Fl.Reip.Pop.Sinicae, 40 (Leguminosae 2)		taxon
11470974	Robyns,W.(Ed.)	1954		Flore du Congo Belge Vol.6. Dalbergieae,Vicieae,Phaseoleae		taxon
11470975	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11470976	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470977	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470978	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470979	Harvey,W.H. & Sonder,O,W,	1865		Flora Capensis Vol.2		taxon
11470980	Lock,J.M.	1985		Specimen in Herb.Kew		taxon
11470987	Robyns,W.(Ed.)	1954		Flore du Congo Belge Vol.6. Dalbergieae,Vicieae,Phaseoleae		taxon
11470989	Schrire,B.D.	1987		Bothalia 17:7-15. Tephrosia subg.Barbistyla in southern Afr.		taxon
11470990	Berhaut,J.	1956		Flore du Senegal		taxon
11470991	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470992	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470993	Schelpe,A.S.L.	1987		Flowering Plants of Africa 47:t.1958. Podalyria calyptrata		taxon
11470994	Bond,P. & Goldblatt,P.	1984		J.S.Afr.Bot.Special Vol.13. Plants of the Cape Flora.		taxon
11470995	Polhill,R.M.	1971		Kew Bull.25:259-273.Dalbergieae-Lonchocarpineae		taxon
11470996	Polhill,R.M.	1971		Kew Bull.25:259-273.Dalbergieae-Lonchocarpineae		taxon
11470997	Polhill,R.M.	1971		Kew Bull.25:259-273.Dalbergieae-Lonchocarpineae		taxon
11470998	Polhill,R.M.	1971		Kew Bull.25:259-273.Dalbergieae-Lonchocarpineae		taxon
11470999	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11470999	Chen, P.Y.	1994		Pongamia, Derris. In:Fl.Reip.Pop.Sinicae, 40 (Leguminosae 2)		taxon
11470999	Robyns,W.(Ed.)	1954		Flore du Congo Belge Vol.6. Dalbergieae,Vicieae,Phaseoleae		taxon
11471000	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11471000	Backer,C.A.	1963		Flora of Java. Groningen, The Netherlands		taxon
11471000	Adema, F.	2000		Pers.comm.		taxon
11471000	Rudd,V.E.	1991		A Revised Handbook of the Flora of Ceylon 7: 108-381.		taxon
11471001	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11471001	Verdcourt,B.	1979		A Manual of New Guinea Legumes. Office of Forests, Lae,PNG		taxon
11471001	Craib,W.G.	1928		Florae Siamensis Enumeratio, vol 1, Part 3. Bangkok: Siam So		taxon
11471001	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11471001	Rudd,V.E.	1991		A Revised Handbook of the Flora of Ceylon 7: 108-381.		taxon
11471001	Thothathri,K.	1982		Fascicles of Flora of India 8. Derris. Calcutta:Bot.Sur.Indi		taxon
11471001	Chen, P.Y.	1994		Pongamia, Derris. In:Fl.Reip.Pop.Sinicae, 40 (Leguminosae 2)		taxon
11471001	Robertson,S.A.	1989		Flowering Plants of Seychelles. Kew		taxon
11471002	Robyns,W.(Ed.)	1954		Flore du Congo Belge, Vol 5; Galegeae, Hedysareae.		taxon
11471003	Robyns,W.(Ed.)	1954		Flore du Congo Belge Vol.6. Dalbergieae,Vicieae,Phaseoleae		taxon
11471005	Robyns,W.(Ed.)	1954		Flore du Congo Belge Vol.6. Dalbergieae,Vicieae,Phaseoleae		taxon
11471007	Robyns,W.(Ed.)	1954		Flore du Congo Belge Vol.6. Dalbergieae,Vicieae,Phaseoleae		taxon
11471008	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
11471010	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11471010	Ali,S.I.	1977		Papilion. In:Flora of West Pakistan, No 100.		taxon
11471013	Schrire,B.D.	1987		Bothalia 17:7-15. Tephrosia subg.Barbistyla in southern Afr.		taxon
11471014	Schreiber,A.	1980		60.Papilion.In:Prodr.Flora von Sudwestafrika.Merxmuller,H.		taxon
11471015	Schreiber,A.	1980		60.Papilion.In:Prodr.Flora von Sudwestafrika.Merxmuller,H.		taxon
11471018	Lock,J.M.	1985		Specimen in Herb.Kew		taxon
11471029	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
11471030	Lescot,M.	1969		Adansonia,ser.2,9:311-315.Tephrosia berhautiana, esp.nouv.		taxon
11471032	Schreiber,A.	1980		60.Papilion.In:Prodr.Flora von Sudwestafrika.Merxmuller,H.		taxon
11471034	Baker,J.G.	1894		Kew Bull.1894:328-43. In:Botany of the Hadramaut Expedition.		taxon
11471037	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471038	Chiovenda,E.	1929		Flora Somala 1		taxon
11471040	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471041	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471042	Chevalier,A.	1935		Rev.Bot.Appl.15:733-1090. Les Isles du Cap Vert. Flore ....		taxon
11471044	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
11471046	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11471046	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11471046	Bosman,M.T.M. & de Haas,A.J.P.	1983		Blumea 28(2): 421-487. A revision of the genus Tephrosia		taxon
11471046	Rudd,V.E.	1991		A Revised Handbook of the Flora of Ceylon 7: 108-381.		taxon
11471046	Wei,Z.	1994		Antheroporum &... In:Fl.Reip.Pop.Sinicae, 40 (Leguminosae 2)		taxon
11471046	Adams,C.D.	1972		Flowering Plants of Jamaica Univ. West Indies, Mona, Jamaica		taxon
11471047	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471048	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471049	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471050	Heywood,V.H. & Ball,P.W.	1968		Leguminosae.In:Flora Europaea Vol.2.ed.Tutin,T.G.et al.		taxon
11471050	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11471050	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471050	Linnaeus,C.von	1753		Sp.Pl.		taxon
11471050	Webb,C.J. et al.	1988		Flora of New Zealand Vol IV		taxon
11471051	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471051	Linnaeus,C.von	1753		Sp.Pl.		taxon
11471052	Heywood,V.H. & Ball,P.W.	1968		Leguminosae.In:Flora Europaea Vol.2.ed.Tutin,T.G.et al.		taxon
11471052	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471052	Desvaux,A.N.	1814		Jour.Bot.Appl.Vol.3		taxon
11471055	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
11471056	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471057	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471059	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
11471061	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471062	Adams,C.D.	1972		Flowering Plants of Jamaica Univ. West Indies, Mona, Jamaica		taxon
11471062	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
11471063	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
11471065	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471066	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
11471067	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471068	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471069	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471070	Heywood,V.H. & Ball,P.W.	1968		Leguminosae.In:Flora Europaea Vol.2.ed.Tutin,T.G.et al.		taxon
11471070	Czerepanov,S.K.	1981		Plantae Vasculares, URSS. Leningrad.		taxon
11471070	Fedtschenko,B.A.	1948		Flora URSS, Vol 13. Moscow & Leningrad (Rus)		taxon
11471070	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471070	Linnaeus,C.von	1753		Sp.Pl.		taxon
11471071	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471072	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471073	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471074	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471075	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471076	Heywood,V.H. & Ball,P.W.	1968		Leguminosae.In:Flora Europaea Vol.2.ed.Tutin,T.G.et al.		taxon
11471076	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471076	Monnet de Lamarck,J.B.A.P.	1778		Fl.Fr.Vol.2		taxon
11471077	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471078	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471079	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11471079	Ali,S.I.	1977		Papilion. In:Flora of West Pakistan, No 100.		taxon
11471079	Thulin,M.	1985		Acta Univ. Upsalienses:Symb.Bot.Ups.25:44-95.Taverniera		taxon
11471080	Ali,S.I.	1977		Papilion. In:Flora of West Pakistan, No 100.		taxon
11471080	Thulin,M.	1985		Acta Univ. Upsalienses:Symb.Bot.Ups.25:44-95.Taverniera		taxon
11471081	Thulin,M.	1985		Acta Univ. Upsalienses:Symb.Bot.Ups.25:44-95.Taverniera		taxon
11471082	Thulin,M.	1985		Acta Univ. Upsalienses:Symb.Bot.Ups.25:44-95.Taverniera		taxon
11471083	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471084	Brummitt,R.K.	1980		Kew Bull.35:459-73. ...Ptycholobium...Requienia etc.		taxon
11471085	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471087	Brummitt,R.K.	1968		Bol.Soc.Brot.,2,41:219-393. Tephrosia in the FZ area		taxon
11471088	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471089	Heywood,V.H. & Ball,P.W.	1968		Leguminosae.In:Flora Europaea Vol.2.ed.Tutin,T.G.et al.		taxon
11471089	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471089	Monnet de Lamarck,J.B.A.P.	1778		Fl.Fr.Vol.2		taxon
11471090	Heywood,V.H. & Ball,P.W.	1968		Leguminosae.In:Flora Europaea Vol.2.ed.Tutin,T.G.et al.		taxon
11471090	Czerepanov,S.K.	1981		Plantae Vasculares, URSS. Leningrad.		taxon
11471090	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11471090	Grossheim, A.A.	1948		In:Flora URSS, Vol.13. Mosqua, Leningrad. (Rus)		taxon
11471090	Ball, P.W.	1968		In:Flora Europaea, Vol.2. Cambridge.		taxon
11471090	Sirjaev, G.I.	1925		Publ.Fac.Sci.Univ.Masaryk.,56:1-195. Onobrychis generic...		taxon
11471090	Borissova, A.G.	1952		Novye dlya kultury vidy espartzeta. Moscow, Leningrad.		taxon
11471090	Vassiljeva,L.I.	1987		In Flora Partis Europaeae URSS.Vol.6. Leningrad.(Rus).		taxon
11471090	Pavlova,N.S.	1989		Fabaceae. In Plantae...Orientis Extremi.Vol.4.Leningrad(Rus)		taxon
11471090	Greuter,W. et al. (Eds.)	1989		Med-Checklist Vol.4 (published)		taxon
11471090	Fedchenko, B.A.	1950		Leguminosae. In:Flora BSSR, Vol.3. Minsk. (Rus)		taxon
11471090	Shue,L.Z.	1998		Alhagi &... In: Fl.Reip.Pop.Sinicae, 42(2) (Leguminosae 5)		taxon
11471090	Stancevicius,A.	1971		In: Lietuvos TSR flora, Vol. 4. Vilnius. (Lit)		taxon
11471090	Webb,C.J. et al.	1988		Flora of New Zealand Vol IV		taxon
11471090	Talts,S.	1959		In:Eesti NSV floora Vol.3. Tallinn. Papilionaceae. (Es)		taxon
11471090	Geideman, T.S.	1986		Opredelitel vysshikh rasteni Moldavskoi SSR, 3rd ed.		taxon
11471090	Scopoli,G.A.	1772		Fl.Carn.ed.2, Vol.2		taxon
11471091	Thulin,M.	1985		Acta Univ. Upsalienses:Symb.Bot.Ups.25:44-95.Taverniera		taxon
11471092	Thulin,M.	1985		Acta Univ. Upsalienses:Symb.Bot.Ups.25:44-95.Taverniera		taxon
11471093	Liogier,A.H.	1988		Desc. Flora Puerto Rico & Adjacent Is-Spermatophyta Vol. II		taxon
11471093	Polhill,R,M.	1990		Legumineuses.In:Flore des Mascareignes,Vol 80.J. Bosser et a		taxon
11471093	Sanjappa,M.	1992		Legumes of India. Dehra Dun: Bishen Singh Mahendra...		taxon
11471093	Bosman,M.T.M. & de Haas,A.J.P.	1983		Blumea 28(2): 421-487. A revision of the genus Tephrosia		taxon
11471093	Ohashi,H.	1979		Leguminosae In:Hara&Williams:EnumerationFlwingPl.Nepal2:103-		taxon
11471093	Du Puy,D.J. et al.	2002		The Leguminosae of Madagascar. RBG Kew.		taxon
11471093	Rudd,V.E.	1991		A Revised Handbook of the Flora of Ceylon 7: 108-381.		taxon
11471093	Wei,Z.	1994		Antheroporum &... In:Fl.Reip.Pop.Sinicae, 40 (Leguminosae 2)		taxon
11471093	Adams,C.D.	1972		Flowering Plants of Jamaica Univ. West Indies, Mona, Jamaica		taxon
11471093	Howard,R.A. et al.	1988		Dicotyledoneae Part 1.Fl. Lesser Antilles Arnold Arboretum		taxon
11471093	Wood,C.E.Jr.	1949		Rhodora 51:193-231, 233-302, 305-364, 369-384...Tephrosia...		taxon
11471093	Liogier,A.H.	1985		La Flore de la Espanola.III		taxon
11471093	Schrire,B.D.	1987		Bothalia 17:7-15. Tephrosia subg.Barbistyla in southern Afr.		taxon
11471094	Forbes,H.M.L.	1948		Bothalia 4:953-1006. ...the South African spp. of Tephrosia		taxon
